"Publication Date","Fiscal Year","Agency Name","Unit Appropriation Name","Total Adopted Budget Amount"
"20200416","2021","QUEENS COMMUNITY BOARD #8","OTHER THAN PERSONAL SERVICES","52,528"
"20200416","2021","QUEENS COMMUNITY BOARD #8","RENT","84,427"
"20200416","2021","QUEENS COMMUNITY BOARD #9","PERSONAL SERVICES","238,678"
"20200416","2021","QUEENS COMMUNITY BOARD #9","OTHER THAN PERSONAL SERVICES","58,206"
"20200416","2021","QUEENS COMMUNITY BOARD #9","RENT AND ENERGY","3,079"
"20200416","2021","QUEENS COMMUNITY BOARD #10","PERSONAL SERVICES","237,174"
"20200416","2021","QUEENS COMMUNITY BOARD #10","OTHER THAN PERSONAL SERVICES","59,710"
"20200416","2021","QUEENS COMMUNITY BOARD #10","RENT","48,472"
"20200416","2021","QUEENS COMMUNITY BOARD #11","PERSONAL SERVICES","218,357"
"20200416","2021","QUEENS COMMUNITY BOARD #11","OTHER THAN PERSONAL SERVICES","78,527"
"20200416","2021","QUEENS COMMUNITY BOARD #11","RENT","84,111"
"20200416","2021","QUEENS COMMUNITY BOARD #12","PERSONAL SERVICES","236,038"
"20200416","2021","QUEENS COMMUNITY BOARD #12","OTHER THAN PERSONAL SERVICES","60,846"
"20200416","2021","QUEENS COMMUNITY BOARD #12","RENT AND ENERGY","62,873"
"20200416","2021","QUEENS COMMUNITY BOARD #13","PERSONAL SERVICES","227,975"
"20200416","2021","QUEENS COMMUNITY BOARD #13","OTHER THAN PERSONAL SERVICES","68,909"
"20200416","2021","QUEENS COMMUNITY BOARD #13","RENT","46,335"
"20200416","2021","QUEENS COMMUNITY BOARD #14","PERSONAL SERVICES","237,794"
"20200416","2021","QUEENS COMMUNITY BOARD #14","OTHER THAN PERSONAL SERVICES","59,090"
"20200416","2021","QUEENS COMMUNITY BOARD #14","RENT AND ENERGY","32,039"
"20200416","2021","BROOKLYN COMMUNITY BOARD #1","PERSONAL SERVICES","243,908"
"20200416","2021","BROOKLYN COMMUNITY BOARD #1","OTHER THAN PERSONAL SERVICES","52,976"
"20200416","2021","BROOKLYN COMMUNITY BOARD #1","RENT AND ENERGY","74,028"
"20200416","2021","BROOKLYN COMMUNITY BOARD #2","PERSONAL SERVICES","246,528"
"20200416","2021","BROOKLYN COMMUNITY BOARD #2","OTHER THAN PERSONAL SERVICES","52,856"
"20200416","2021","BROOKLYN COMMUNITY BOARD #2","RENT","68,963"
"20200416","2021","BROOKLYN COMMUNITY BOARD #3","PERSONAL SERVICES","204,970"
"20200416","2021","BROOKLYN COMMUNITY BOARD #3","OTHER THAN PERSONAL SERVICES","92,914"
"20200416","2021","BROOKLYN COMMUNITY BOARD #3","RENT AND ENERGY","50,323"
"20200416","2021","BROOKLYN COMMUNITY BOARD #4","PERSONAL SERVICES","227,977"
"20200416","2021","BROOKLYN COMMUNITY BOARD #4","OTHER THAN PERSONAL SERVICES","68,907"
"20200416","2021","BROOKLYN COMMUNITY BOARD #4","RENT","57,446"
"20200416","2021","BROOKLYN COMMUNITY BOARD #5","PERSONAL SERVICES","241,339"
"20200416","2021","BROOKLYN COMMUNITY BOARD #5","OTHER THAN PERSONAL SERVICES","55,545"
"20200416","2021","BROOKLYN COMMUNITY BOARD #6","PERSONAL SERVICES","242,608"
"20200416","2021","BROOKLYN COMMUNITY BOARD #6","OTHER THAN PERSONAL SERVICES","57,776"
"20200416","2021","BROOKLYN COMMUNITY BOARD #6","RENT","9,191"
"20200416","2021","BROOKLYN COMMUNITY BOARD #7","PERSONAL SERVICES","252,185"
"20200416","2021","BROOKLYN COMMUNITY BOARD #7","OTHER THAN PERSONAL SERVICES","60,699"
"20200416","2021","BROOKLYN COMMUNITY BOARD #8","PERSONAL SERVICES","231,616"
"20200416","2021","BROOKLYN COMMUNITY BOARD #8","OTHER THAN PERSONAL SERVICES","68,768"
"20200416","2021","BROOKLYN COMMUNITY BOARD #8","RENT AND ENERGY","71,707"
"20200416","2021","BROOKLYN COMMUNITY BOARD #9","PERSONAL SERVICES","220,158"
"20200416","2021","BROOKLYN COMMUNITY BOARD #9","OTHER THAN PERSONAL SERVICES","78,226"
"20200416","2021","BROOKLYN COMMUNITY BOARD #9","RENT AND ENERGY","108,151"
"20200416","2021","BROOKLYN COMMUNITY BOARD #10","PERSONAL SERVICES","233,456"
"20200416","2021","BROOKLYN COMMUNITY BOARD #10","OTHER THAN PERSONAL SERVICES","68,428"
"20200416","2021","BROOKLYN COMMUNITY BOARD #10","RENT AND ENERGY","90,989"
"20200416","2021","BROOKLYN COMMUNITY BOARD #11","PERSONAL SERVICES","214,433"
"20200416","2021","BROOKLYN COMMUNITY BOARD #11","OTHER THAN PERSONAL SERVICES","87,451"
"20200416","2021","BROOKLYN COMMUNITY BOARD #11","RENT AND ENERGY","65,556"
"20200416","2021","BROOKLYN COMMUNITY BOARD #12","PERSONAL SERVICES","212,228"
"20200416","2021","BROOKLYN COMMUNITY BOARD #12","OTHER THAN PERSONAL SERVICES","100,156"
"20200416","2021","BROOKLYN COMMUNITY BOARD #12","RENT AND ENERGY","78,546"
"20200416","2021","BROOKLYN COMMUNITY BOARD #13","PERSONAL SERVICES","233,693"
"20200416","2021","BROOKLYN COMMUNITY BOARD #13","OTHER THAN PERSONAL SERVICES","63,191"
"20200416","2021","BROOKLYN COMMUNITY BOARD #13","RENT","62,515"
"20200416","2021","BROOKLYN COMMUNITY BOARD #14","PERSONAL SERVICES","249,762"
"20200416","2021","BROOKLYN COMMUNITY BOARD #14","OTHER THAN PERSONAL SERVICES","52,122"
"20200416","2021","BROOKLYN COMMUNITY BOARD #14","RENT AND ENERGY","78,594"
"20200416","2021","BROOKLYN COMMUNITY BOARD #15","PERSONAL SERVICES","208,198"
"20200416","2021","BROOKLYN COMMUNITY BOARD #15","OTHER THAN PERSONAL SERVICES","88,686"
"20200416","2021","BROOKLYN COMMUNITY BOARD #16","PERSONAL SERVICES","228,362"
"20200416","2021","BROOKLYN COMMUNITY BOARD #16","OTHER THAN PERSONAL SERVICES","70,522"
"20200416","2021","BROOKLYN COMMUNITY BOARD #16","RENT","36,003"
"20200416","2021","BROOKLYN COMMUNITY BOARD #17","PERSONAL SERVICES","240,597"
"20200416","2021","BROOKLYN COMMUNITY BOARD #17","OTHER THAN PERSONAL SERVICES","62,787"
"20200416","2021","BROOKLYN COMMUNITY BOARD #17","RENT AND ENERGY","81,758"
"20200416","2021","BROOKLYN COMMUNITY BOARD #18","PERSONAL SERVICES","233,994"
"20200416","2021","BROOKLYN COMMUNITY BOARD #18","OTHER THAN PERSONAL SERVICES","62,890"
"20200416","2021","BROOKLYN COMMUNITY BOARD #18","RENT","2"
"20200416","2021","STATEN ISLAND COMMUNITY BOARD #1","PERSONAL SERVICES","241,172"
"20200416","2021","STATEN ISLAND COMMUNITY BOARD #1","OTHER THAN PERSONAL SERVICES","55,712"
"20200416","2021","STATEN ISLAND COMMUNITY BOARD #1","RENT","61,532"
"20200416","2021","STATEN ISLAND COMMUNITY BOARD #2","PERSONAL SERVICES","218,984"
"20200416","2021","STATEN ISLAND COMMUNITY BOARD #2","OTHER THAN PERSONAL SERVICES","77,900"
"20200416","2021","STATEN ISLAND COMMUNITY BOARD #2","RENT","45,002"
"20200416","2021","STATEN ISLAND COMMUNITY BOARD #3","PERSONAL SERVICES","243,871"
"20200416","2021","STATEN ISLAND COMMUNITY BOARD #3","OTHER THAN PERSONAL SERVICES","53,013"
"20200416","2021","STATEN ISLAND COMMUNITY BOARD #3","RENT AND ENERGY","113,314"
"20200416","2021","DEPARTMENT OF PROBATION","EXECUTIVE MANAGEMENT","10,359,595"
"20200416","2021","DEPARTMENT OF PROBATION","PROBATION SERVICES","74,832,248"
"20200416","2021","DEPARTMENT OF PROBATION","PROBATION SERVICES-OTPS","36,328,574"
"20200416","2021","DEPARTMENT OF PROBATION","EXECUTIVE MANAGEMENT - OTPS","125,553"
"20200416","2021","DEPARTMENT OF SMALL BUSINESS SERVICES","DEPT. OF BUSINESS P.S.","18,019,482"
"20200416","2021","DEPARTMENT OF SMALL BUSINESS SERVICES","DEPT. OF BUSINESS O.T.P.S.","32,429,753"
"20200416","2021","DEPARTMENT OF SMALL BUSINESS SERVICES","CONTRACT COMP & BUS. OPP - PS","3,635,192"
"20200416","2021","DEPARTMENT OF SMALL BUSINESS SERVICES","CONTRACT COMP & BUS OPP - OTPS","6,028,196"
"20200416","2021","DEPARTMENT OF SMALL BUSINESS SERVICES","ECONOMIC DEVELOPMENT CORP.","40,958,495"
"20200416","2021","DEPARTMENT OF SMALL BUSINESS SERVICES","WORKFORCE INVESTMENT ACT - PS","8,175,214"
"20200416","2021","DEPARTMENT OF SMALL BUSINESS SERVICES","WORKFORCE INVESTMENT ACT - OTPS","89,509,556"
"20200416","2021","DEPARTMENT OF SMALL BUSINESS SERVICES","TRUST FOR GOVERNOR'S ISLAND AND NYC & CO","37,422,188"
"20200416","2021","HOUSING PRESERVATION AND DEVELOPMENT","OFFICE OF ADMINISTRATION","45,876,618"
"20200416","2021","HOUSING PRESERVATION AND DEVELOPMENT","OFFICE OF DEVELOPMENT","36,968,772"
"20200416","2021","HOUSING PRESERVATION AND DEVELOPMENT","RENTAL SUBSIDY PROGRAMS - PS","0"
"20200416","2021","HOUSING PRESERVATION AND DEVELOPMENT","OFFICE OF HOUSING PRESERVATION","67,072,391"
"20200416","2021","HOUSING PRESERVATION AND DEVELOPMENT","HOUSING MAINTENANCE AND SALES","40,351,854"
"20200416","2021","HOUSING PRESERVATION AND DEVELOPMENT","OFFICE OF ADMINISTRATION OTPS","9,901,992"
"20200416","2021","HOUSING PRESERVATION AND DEVELOPMENT","OFFICE OF DEVELOPMENT OTPS","503,440,374"
"20200416","2021","HOUSING PRESERVATION AND DEVELOPMENT","HOUSING MANAGEMENT AND SALES","14,860,467"
"20200416","2021","HOUSING PRESERVATION AND DEVELOPMENT","OFFICE OF HOUSING PRESERVATION","83,359,572"
"20200416","2021","HOUSING PRESERVATION AND DEVELOPMENT","CITY ASSISTANCE TO NYC HOUSING AUTHORITY","219,219,122"
"20200416","2021","HOUSING PRESERVATION AND DEVELOPMENT","RENTAL SUBSIDY PROGRAMS - OTPS","0"
"20200416","2021","DEPARTMENT OF BUILDINGS","PERSONAL SERVICES","157,388,449"
"20200416","2021","DEPARTMENT OF BUILDINGS","OTHER THAN PERSONAL SERVICES","51,056,765"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","HEALTH ADMINISTRATION - PS","58,104,377"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","DISEASE CONTROL - PS","105,621,028"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","FAMILY & CHILD HLTH AND HLTH EQUITY - PS","123,767,326"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","ENVIRONMENTAL HEALTH - PS","71,332,451"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","EARLY INTERVENTION - PS","16,132,096"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","OFFICE OF CHIEF MEDICAL EXAMINER - PS","64,894,556"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","PREVENTION & PRIMARY CARE - PS","13,071,622"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","MENTAL HYGIENE MANAGEMENT SERVICES - PS","50,750,688"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","EPIDEMIOLOGY - PS","17,397,525"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","HEALTH ADMINISTRATION - OTPS","102,233,945"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","DISEASE CONTROL - OTPS","185,205,790"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","FAMILY & CHILD HLTH AND HLTH EQUITY-OTPS","62,168,034"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","ENVIRONMENTAL HEALTH - OTPS","36,277,400"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","EARLY INTERVENTION - OTPS","201,705,540"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","OFFICE OF CHIEF MEDICAL EXAMINER - OTPS","17,261,952"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","PREVENTION & PRIMARY CARE - OTPS","57,395,742"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","MENTAL HYGIENE MANAGEMENT SERVICES- OTPS","47,546,547"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","EPIDEMIOLOGY - OTPS","4,353,726"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","MENTAL HEALTH","355,030,396"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","DEVELOPMENT DISABILITY - OTPS","16,339,837"
"20200416","2021","DEPARTMENT OF HEALTH AND MENTAL HYGIENE","CHEMICAL DEPENDENCY AND HEALTH PROMOTION","117,862,186"
"20200416","2021","HEALTH AND HOSPITALS CORP","LUMP SUM","808,405,154"
"20200416","2021","OFFICE OF ADMIN TRIALS & HEARINGS","OFF OF ADM. TRIALS & HEARINGS","38,219,518"
"20200416","2021","OFFICE OF ADMIN TRIALS & HEARINGS","OFFICE OF ADMIN. TRIALS & HEARINGS- OTPS","13,041,755"
"20200416","2021","DEPARTMENT OF ENVIRONMENTAL PROTECT.","EXECUTIVE AND SUPPORT","38,526,832"
"20200416","2021","DEPARTMENT OF ENVIRONMENTAL PROTECT.","ENVIRONMENTAL MANAGEMENT","21,400,067"
"20200416","2021","DEPARTMENT OF ENVIRONMENTAL PROTECT.","WATER SUP. & WASTEWATER COLL","217,496,585"
"20200416","2021","DEPARTMENT OF ENVIRONMENTAL PROTECT.","UTILITY - OTPS","715,294,756"
"20200416","2021","DEPARTMENT OF ENVIRONMENTAL PROTECT.","ENVIRONMENTAL MANAGEMENT -OTPS","30,884,035"
"20200416","2021","DEPARTMENT OF ENVIRONMENTAL PROTECT.","EXECUTIVE & SUPPORT-OTPS","59,953,291"
"20200416","2021","DEPARTMENT OF ENVIRONMENTAL PROTECT.","CENTRAL UTILITY","86,428,384"
"20200416","2021","DEPARTMENT OF ENVIRONMENTAL PROTECT.","WASTEWATER TREATMENT","200,320,037"
"20200416","2021","DEPARTMENT OF SANITATION","EXECUTIVE ADMINISTRATIVE","72,709,474"
"20200416","2021","DEPARTMENT OF SANITATION","CLEANING & COLLECTION","775,104,990"
"20200416","2021","DEPARTMENT OF SANITATION","WASTE DISPOSAL","36,813,703"
"20200416","2021","DEPARTMENT OF SANITATION","BUILDING MANAGEMENT","26,387,228"
"20200416","2021","DEPARTMENT OF SANITATION","BUREAU OF MOTOR EQUIP","66,846,355"
"20200416","2021","DEPARTMENT OF SANITATION","EXEC & ADMINISTRATIVE-OTPS","98,183,784"
"20200416","2021","DEPARTMENT OF SANITATION","SNOW BUDGET-PS","63,849,810"
"20200416","2021","DEPARTMENT OF SANITATION","CLEANING & COLLECTION-OTPS","28,896,834"
"20200416","2021","DEPARTMENT OF SANITATION","WASTE DISPOSAL-OTPS","529,611,590"
"20200416","2021","DEPARTMENT OF SANITATION","BUILDING MANAGEMENT-OTPS","4,179,939"
"20200416","2021","DEPARTMENT OF SANITATION","MOTOR EQUIPMENT-OTPS","26,051,320"
"20200416","2021","DEPARTMENT OF SANITATION","SNOW-OTPS","47,218,252"
"20200416","2021","BUSINESS INTEGRITY COMMISSION","PERSONAL SERVICES","6,696,630"
"20200416","2021","BUSINESS INTEGRITY COMMISSION","OTHER THAN PERSONAL SERVICES","3,021,917"
"20200416","2021","DEPARTMENT OF FINANCE","ADMINISTRATION & PLANNING","45,351,048"
"20200416","2021","DEPARTMENT OF FINANCE","OPERATIONS","25,171,642"
"20200416","2021","DEPARTMENT OF FINANCE","PROPERTY","28,983,734"
"20200416","2021","DEPARTMENT OF FINANCE","AUDIT","35,289,935"
"20200416","2021","DEPARTMENT OF FINANCE","LEGAL","6,994,852"
"20200416","2021","DEPARTMENT OF FINANCE","PARKING VIOLATIONS BUREAU","13,284,387"
"20200416","2021","DEPARTMENT OF FINANCE","CITY SHERIFF","22,672,489"
"20200416","2021","DEPARTMENT OF FINANCE","ADMINISTRATION-OTPS","78,702,456"
"20200416","2021","DEPARTMENT OF FINANCE","OPERATIONS-OTPS","37,811,121"
"20200416","2021","DEPARTMENT OF FINANCE","PROPERTY-OTPS","4,053,291"
"20200416","2021","DEPARTMENT OF FINANCE","AUDIT-OTPS","944,080"
"20200416","2021","DEPARTMENT OF FINANCE","LEGAL-OTPS","82,790"
"20200416","2021","DEPARTMENT OF FINANCE","PARKING VIOLATIONS BUREAU OTPS","1,453,198"
"20200416","2021","DEPARTMENT OF FINANCE","CITY SHERIFF-OTPS","19,317,987"
"20200416","2021","DEPARTMENT OF TRANSPORTATION","EXEC ADM & PLANN MGT.","62,781,021"
"20200416","2021","DEPARTMENT OF TRANSPORTATION","HIGHWAY OPERATIONS","205,034,953"
"20200416","2021","DEPARTMENT OF TRANSPORTATION","TRANSIT OPERATIONS","62,958,936"
"20200416","2021","DEPARTMENT OF TRANSPORTATION","TRAFFIC OPERATIONS","115,253,634"
"20200630","2021","CITY COUNCIL","COMMITTEE ON TECHNOLOGY IN GOVERNMENT","1"
"20200416","2021","DEPARTMENT OF TRANSPORTATION","BUREAU OF BRIDGES","81,789,284"
"20200416","2021","DEPARTMENT OF TRANSPORTATION","BUREAU OF BRIDGES - OTPS","32,354,231"
"20200416","2021","DEPARTMENT OF TRANSPORTATION","OTPS-EXEC AND ADMINISTRATION","64,429,964"
"20200416","2021","DEPARTMENT OF TRANSPORTATION","OTPS-HIGHWAY OPERATIONS","123,747,695"
"20200416","2021","DEPARTMENT OF TRANSPORTATION","OTPS-TRANSIT OPERATIONS","42,227,561"
"20200416","2021","DEPARTMENT OF TRANSPORTATION","OTPS-TRAFFIC OPERATIONS","313,659,018"
"20200416","2021","DEPARTMENT OF PARKS AND RECREATION","EXEC MGMT & ADMIN","8,824,943"
"20200416","2021","DEPARTMENT OF PARKS AND RECREATION","MAINTENANCE & OPERATIONS","344,055,149"
"20200416","2021","DEPARTMENT OF PARKS AND RECREATION","DESIGN & ENGINEERING","50,703,526"
"20200416","2021","DEPARTMENT OF PARKS AND RECREATION","RECREATION SERVICES","26,654,866"
"20200416","2021","DEPARTMENT OF PARKS AND RECREATION","MAINT & OPERATIONS - OTPS","127,331,339"
"20200416","2021","DEPARTMENT OF PARKS AND RECREATION","EXEC MGT/ADMIN SVCS-OTPS","24,464,105"
"20200416","2021","DEPARTMENT OF PARKS AND RECREATION","RECREATION SERVICES-OTPS","2,597,906"
"20200416","2021","DEPARTMENT OF PARKS AND RECREATION","DESIGN & ENGINEERING-OTPS","2,588,198"
"20200416","2021","DEPARTMENT OF DESIGN & CONSTRUCTION","PERSONAL SERVICES","140,609,534"
"20200416","2021","DEPARTMENT OF DESIGN & CONSTRUCTION","OTHER THAN PERSONAL SERVICES","49,907,668"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","HUMAN CAPITAL","27,748,623"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","HUMAN CAPITAL","7,359,944"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","BD OF STANDARD & APPEALS PS","2,714,818"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","BD. OF STANDARD & APPEAL  OTPS","472,558"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","EXECUTIVE AND OPERATIONS SUPPORT","27,894,046"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","EXECUTIVE AND OPERATIONS SUPPORT - OTPS","10,078,727"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","DIV OF ADMINISTRATION AND SECURITY - PS","14,095,700"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","DIV OF ADMINISTRATION AND SECURITY- OTPS","39,909,802"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","ASSET MANAGEMENT-PUBLIC FACILITIES","101,702,898"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","ASSET MANAGEMENT-PUBLIC FACILITIES-OTPS","149,362,790"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","OFFICE OF CITYWIDE PURCHASING","11,039,000"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","OFFICE OF CITYWIDE PURCHASING - OTPS","27,002,562"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","DIV OF REAL ESTATE SERVICES","10,455,758"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","DIV OF REAL ESTATE SERVICES","3,836,587"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","EXTERNAL PUBLICATIONS AND RETAIL","2,352,566"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","EXTERNAL PUBLICATIONS AND RETAIL - OTPS","1,020,483"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","ENERGY MANAGEMENT","10,069,490"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","ENERGY MANAGEMENT - OTPS","808,297,115"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","CITYWIDE FLEET SERVICES","3,066,542"
"20200416","2021","DEPARTMENT OF CITYWIDE ADMIN SERVICE","CITYWIDE FLEET SERVICES - OTPS","23,456,879"
"20200416","2021","DEPARTMENT OF INFO TECH & TELECOMM","TECHNOLOGY SERVICES - PS","139,784,709"
"20200416","2021","DEPARTMENT OF INFO TECH & TELECOMM","TECHNOLOGY SERVICES - OTPS","425,125,785"
"20200416","2021","DEPARTMENT OF INFO TECH & TELECOMM","ADMIN/OPERATIONS PS","0"
"20200416","2021","DEPARTMENT OF INFO TECH & TELECOMM","ADMIN/OPERATIONS OTPS","0"
"20200416","2021","DEPARTMENT OF INFO TECH & TELECOMM","911 TECHNICAL OPERATIONS- PS","0"
"20200416","2021","DEPARTMENT OF INFO TECH & TELECOMM","911 TECHNICAL OPERATIONS - OTPS","0"
"20200416","2021","DEPARTMENT OF INFO TECH & TELECOMM","MAYOR'S OFFICE OF MEDIA & ENTERTAINMENT","7,967,578"
"20200416","2021","DEPARTMENT OF INFO TECH & TELECOMM","MAYOR'S OFFICE OF MEDIA & ENTERTAINMENT","16,293,108"
"20200416","2021","DEPARTMENT OF INFO TECH & TELECOMM","311 PS","0"
"20200416","2021","DEPARTMENT OF INFO TECH & TELECOMM","311 OTPS","0"
"20200416","2021","DEPARTMENT OF INFO TECH & TELECOMM","NEW YORK CITY CYBER COMMAND","23,649,946"
"20200416","2021","DEPARTMENT OF INFO TECH & TELECOMM","NEW YORK CITY CYBER COMMAND","71,695,797"
"20200416","2021","DEPARTMENT OF RECORDS & INFORMATION SVS","PERSONAL SERVICES","5,414,603"
"20200416","2021","DEPARTMENT OF RECORDS & INFORMATION SVS","OTHER THAN PERSONAL SERVICES","7,176,870"
"20200416","2021","DEPARTMENT OF CONSUMER AFFAIRS","ADMINISTRATION","13,647,167"
"20200416","2021","DEPARTMENT OF CONSUMER AFFAIRS","LICENSING/ENFORCEMENT","15,285,477"
"20200416","2021","DEPARTMENT OF CONSUMER AFFAIRS","OTHER THAN PERSONAL SERVICE","14,413,656"
"20200416","2021","DISTRICT ATTORNEY NEW YORK COUNTY","PERSONAL SERVICES","105,624,062"
"20200416","2021","DISTRICT ATTORNEY NEW YORK COUNTY","OTHER THAN PERSONAL SERVICES","8,988,333"
"20200416","2021","DISTRICT ATTORNEY BRONX COUNTY","PERSONAL SERVICES","79,890,220"
"20200416","2021","DISTRICT ATTORNEY BRONX COUNTY","OTHER THAN PERSONAL SERVICES","4,797,372"
"20200416","2021","DISTRICT ATTORNEY KINGS COUNTY","PERSONAL SERVICES","87,152,229"
"20200416","2021","DISTRICT ATTORNEY KINGS COUNTY","OTHER THAN PERSONAL SERVICES","25,647,902"
"20200416","2021","DISTRICT ATTORNEY QUEENS COUNTY","PERSONAL SERVICES","58,466,189"
"20200416","2021","DISTRICT ATTORNEY QUEENS COUNTY","OTHER THAN PERSONAL SERVICES","11,651,869"
"20200416","2021","DISTRICT ATTORNEY RICHMOND COUNTY","PERSONAL SERVICES","13,770,924"
"20200416","2021","DISTRICT ATTORNEY RICHMOND COUNTY","OTHER THAN PERSONAL SERVICES","2,433,479"
"20200416","2021","OFFICE OF PROSECUTION SPEC NARCO","PERSONAL SERVICES","22,952,113"
"20200416","2021","OFFICE OF PROSECUTION SPEC NARCO","OTHER THAN PERSONAL SERVICES","1,058,669"
"20200416","2021","PUBLIC ADMINISTRATOR-NEW YORK COUNTY","PERSONAL SERVICES","886,089"
"20200416","2021","PUBLIC ADMINISTRATOR-NEW YORK COUNTY","OTHER THAN PERSONAL SERVICES","566,199"
"20200416","2021","PUBLIC ADMINISTRATOR-BRONX COUNTY","PERSONAL SERVICES","677,853"
"20200416","2021","PUBLIC ADMINISTRATOR-BRONX COUNTY","OTHER THAN PERSONAL SERVICES","56,766"
"20200416","2021","PUBLIC ADMINISTRATOR-KINGS COUNTY","PERSONAL SERVICES","852,609"
"20200416","2021","PUBLIC ADMINISTRATOR-KINGS COUNTY","OTHER THAN PERSONAL SERVICES","56,060"
"20200416","2021","PUBLIC ADMINISTRATOR- QUEENS COUNTY","PERSONAL SERVICES","642,730"
"20200416","2021","PUBLIC ADMINISTRATOR- QUEENS COUNTY","OTHER THAN PERSONAL SERVICES","15,713"
"20200416","2021","PUBLIC ADMINISTRATOR-RICHMOND COUNTY","PERSONAL SERVICES","530,013"
"20200416","2021","PUBLIC ADMINISTRATOR-RICHMOND COUNTY","OTHER THAN PERSONAL SERVICES","40,074"
"20200630","2021","BOROUGH PRESIDENT STATEN ISLAND","OTHER THAN PERSONAL SERVICES","939,681"
"20200630","2021","OFFICE OF THE COMPTROLLER","EXECUTIVE MANAGEMENT-PS","4,475,374"
"20200630","2021","OFFICE OF THE COMPTROLLER","FIRST DEPUTY COMPT-PS","39,978,702"
"20200630","2021","OFFICE OF THE COMPTROLLER","SECOND DEPUTY COMPT-PS","15,177,943"
"20200630","2021","OFFICE OF THE COMPTROLLER","THIRD DEPUTY COMPT-PS","16,289,496"
"20200630","2021","OFFICE OF THE COMPTROLLER","FIRST DEPUTY COMPT-OTPS","10,376,733"
"20200630","2021","OFFICE OF THE COMPTROLLER","EXECUTIVE MANAGEMENT-OTPS","130,916"
"20200630","2021","OFFICE OF THE COMPTROLLER","SECOND DEPUTY COMPT-OTPS","4,217,492"
"20200630","2021","OFFICE OF THE COMPTROLLER","THIRD DEPUTY COMPT-OTPS","22,105,901"
"20200630","2021","DEPARTMENT OF EMERGENCY MANAGEMENT","PERSONAL SERVICES","6,984,418"
"20200630","2021","DEPARTMENT OF EMERGENCY MANAGEMENT","OTHER THAN PERSONAL SERVICES","32,111,590"
"20200630","2021","OFFICE OF ADMINISTRATIVE TAX APPEALS","PERSONAL SERVICES","5,294,893"
"20200630","2021","OFFICE OF ADMINISTRATIVE TAX APPEALS","OTHER THAN PERSONAL SERVICE","312,608"
"20200630","2021","LAW DEPARTMENT","PERSONAL SERVICES","177,710,353"
"20200630","2021","LAW DEPARTMENT","OTHER THAN PERSONAL SERVICES","79,217,860"
"20200630","2021","DEPARTMENT OF CITY PLANNING","PERSONAL SERVICES","28,573,892"
"20200630","2021","DEPARTMENT OF CITY PLANNING","OTHER THAN PERSONAL SERVICES","19,882,143"
